Symbol,FullName,Sector,startDate,endDate,Duration,LatestClose,Prediction1wA,Prediction1mA,Gaps1wA,Gaps1mA,1wA%,1mA%,Validation,Accuracy1wB
IBN,ICICI Bank Limited,Financial Services,2000-03-28,2024-10-25,8977,29.479999542236328,21.4847,17.086946,-7.995299542236328,-12.393053542236327,0.7287890208145569,0.5796114744004436,V,HELLp
AAL,American Airlines Group Inc.,Industrials,2005-09-27,2024-10-25,6968,13.149999618530272,13.186713,14.200016,0.03671338146972758,1.050016381469728,1.0027918922079657,1.0798491568007424,V,HELLp
FTV,Fortive Corporation,Technology,2016-07-05,2024-10-25,3034,74.97000122070312,74.35506,72.337326,-0.6149412207031304,-2.6326752207031205,0.9917975028586059,0.9648836177426111,V,HELLp
BTE,Baytex Energy Corp.,Energy,2006-04-03,2024-10-25,6780,2.970000028610229,2.8977427,2.8865376,-0.07225732861022927,-0.08346242861022901,0.9756709333622327,0.971898172455815,V,HELLp
ITUB,Itaú Unibanco Holding S.A.,Financial Services,2002-02-25,2024-10-25,8278,6.190000057220459,6.333654,6.5042377,0.14365394277954113,0.314237642779541,1.0232074218823266,1.0507653699312962,V,HELLp
MRNA,"Moderna, Inc.",Healthcare,2018-12-07,2024-10-25,2149,53.09000015258789,50.05863,45.71708,-3.0313701525878898,-7.372920152587888,0.9429012969697623,0.8611241263628346,V,HELLp
IBM,International Business Machines Corporation,Technology,1962-01-02,2024-10-25,22942,214.6699981689453,210.56111,192.0411,-4.108888168945299,-22.628898168945312,0.9808595136535493,0.8945875140356765,V,HELLp
PDD,PDD Holdings Inc.,Consumer Cyclical,2018-07-26,2024-10-25,2283,122.47000122070312,128.13646,137.89815,5.666458779296875,15.428148779296862,1.0462681368728441,1.1259749214135615,V,HELLp
ENPH,"Enphase Energy, Inc.",Technology,2012-03-30,2024-10-25,4592,83.83000183105469,79.43024,66.60056,-4.39976183105469,-17.229441831054686,0.9475156658123225,0.7944716515004051,V,HELLp
SMMT,Summit Therapeutics Inc.,Healthcare,2015-03-05,2024-10-25,3522,21.26000022888184,15.95644,13.304562,-5.303560228881839,-7.955438228881839,0.750538091637604,0.625802533243893,V,HELLp
S&P Futures,,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",Consumer Cyclical,2020-12-10,2024-10-25,1415,134.5800018310547,132.47949,129.207,-2.100511831054689,-5.373001831054694,0.9843920953895395,0.9600757782883693,V,HELLp
Dow 30,,,,,,,,,,,,,,
NYCB,"New York Community Bancorp, Inc.",Financial Services,1993-11-23,2024-10-25,11294,10.550000190734863,11.511352,11.063695,0.9613518092651372,0.5136948092651359,1.091123392595709,1.0486914502348794,V,HELLp
GOLD,Barrick Gold Corporation,Basic Materials,1985-02-13,2024-10-25,14499,19.61000061035156,20.61124,20.78253,1.0012393896484397,1.1725293896484423,1.051057590947749,1.0597924198446733,V,HELLp
AMZN,"Amazon.com, Inc.",Consumer Cyclical,1997-05-15,2024-10-25,10025,187.8300018310547,181.90147,175.85776,-5.928531831054698,-11.972241831054674,0.968436715257091,0.9362602261920691,V,HELLp
DJT,Trump Media & Technology Group Corp.,Communication Services,2021-09-30,2024-10-25,1121,38.95000076293945,33.1624,29.637638,-5.787600762939455,-9.312362762939454,0.8514094826810299,0.7609149530030285,V,HELLp
NVDA,NVIDIA Corporation,Technology,1999-01-22,2024-10-25,9408,141.5399932861328,85.1091,67.044525,-56.430893286132815,-74.49546828613282,0.6013077860470581,0.47367901780569455,V,HELLp
BILI,Bilibili Inc.,Communication Services,2018-03-28,2024-10-25,2403,20.649999618530277,18.992338,17.889431,-1.6576616185302768,-2.7605686185302787,0.919725828128211,0.8663162871899968,V,HELLp
NIO,NIO Inc.,Consumer Cyclical,2018-09-12,2024-10-25,2235,5.260000228881836,5.794794,6.4196362,0.5347937711181636,1.1596359711181643,1.101671815180101,1.2204631027867232,V,HELLp
BSY,"Bentley Systems, Incorporated",Technology,2020-09-23,2024-10-25,1493,49.150001525878906,49.48308,50.11043,0.3330784741210948,0.9604284741210947,1.00677677444111,1.0195407618373196,V,HELLp
GILD,"Gilead Sciences, Inc.",Healthcare,1992-01-22,2024-10-25,11965,89.0,88.39319,89.65442,-0.6068099999999959,0.6544200000000018,0.9931819101123596,1.007353033707865,V,HELLp
NUVL,"Nuvalent, Inc.",Healthcare,2021-07-29,2024-10-25,1184,90.6999969482422,87.89133,80.90221,-2.8086669482422053,-9.797786948242205,0.9690334394405221,0.8919758844773358,V,HELLp
BTI,British American Tobacco p.l.c.,Consumer Defensive,1980-04-14,2024-10-25,16265,34.470001220703125,34.484257,34.01051,0.014255779296874493,-0.45949122070312853,1.000413570606093,0.9866698229059779,V,HELLp
SAVA,"Cassava Sciences, Inc.",Healthcare,2000-07-14,2024-10-25,8869,26.549999237060547,27.617094,26.813982,1.0670947629394547,0.26398276293945244,1.0401918942976813,1.0099428538804236,V,HELLp
AMAT,"Applied Materials, Inc.",Technology,1980-03-17,2024-10-25,16293,186.5200042724609,101.35638,69.12728,-85.16362427246091,-117.39272427246091,0.5434075577863632,0.37061590401328565,V,HELLp
ZIM,ZIM Integrated Shipping Services Ltd.,Industrials,2021-01-28,2024-10-25,1366,22.799999237060547,21.4831,18.653576,-1.3168992370605466,-4.146423237060546,0.9422412595996944,0.8181393256224022,V,HELLp
AGNC,AGNC Investment Corp.,Real Estate,2008-05-15,2024-10-25,6007,9.93000030517578,10.465953,11.160522,0.5359526948242213,1.2305216948242208,1.0539730793910318,1.123919602921144,V,HELLp
AAPL,Apple Inc.,Technology,1980-12-12,2024-10-25,16023,231.41000366210935,113.10555,70.259254,-118.30445366210935,-161.15074966210935,0.48876689948611624,0.30361372839606465,V,HELLp
JBL,Jabil Inc.,Technology,1993-05-03,2024-10-25,11498,124.72000122070312,88.5354,63.932323,-36.18460122070313,-60.78767822070313,0.7098733092804316,0.5126068182669921,V,HELLp
GGB,Gerdau S.A.,Basic Materials,1999-03-10,2024-10-25,9361,3.119999885559082,3.0345683,2.742171,-0.08543158555908192,-0.3778288855590821,0.9726180805472134,0.8789009937763579,V,HELLp
TME,Tencent Music Entertainment Group,Communication Services,2018-12-12,2024-10-25,2144,11.489999771118164,11.331404,10.493111,-0.15859577111816492,-0.9968887711181633,0.9861970605502692,0.913238573457243,V,HELLp
LCID,"Lucid Group, Inc.",Consumer Cyclical,2020-09-18,2024-10-25,1498,2.5,2.915561,3.4730802,0.41556099999999985,0.9730802000000001,1.1662244,1.38923208,V,HELLp
GOOG,Alphabet Inc.,Communication Services,2004-08-19,2024-10-25,7372,166.99000549316406,158.61497,149.31538,-8.375035493164063,-17.674625493164058,0.9498470853484288,0.8941575848149332,V,HELLp
CPAY,"Corpay, Inc.",Technology,2010-12-15,2024-10-25,5063,340.7200012207031,302.5194,271.23776,-38.200601220703106,-69.48224122070314,0.887882715767078,0.7960723145933083,V,HELLp
CMCSA,Comcast Corporation,Communication Services,1980-03-17,2024-10-25,16293,41.65999984741211,41.600903,41.708687,-0.05909684741210697,0.04868715258788825,0.9985814486887047,1.001168678654974,V,HELLp
ASX,"ASE Technology Holding Co., Ltd.",Technology,2000-10-02,2024-10-25,8789,10.31999969482422,9.664894,8.815446,-0.6551056948242202,-1.5045536948242209,0.9365207641282417,0.8542099089810247,V,HELLp
AVGO,Broadcom Inc.,Technology,2009-08-06,2024-10-25,5559,173.0,96.73676,70.04535,-76.26324,-102.95465,0.5591720231213873,0.4048864161849711,V,HELLp
CLSK,"CleanSpark, Inc.",Financial Services,2016-11-16,2024-10-25,2900,11.390000343322754,11.877727,11.534824,0.48772665667724624,0.1448236566772465,1.0428206007002598,1.012714982643714,V,HELLp
X,United States Steel Corporation,Basic Materials,1991-04-12,2024-10-25,12250,38.790000915527344,40.469357,42.85205,1.6793560844726585,4.062049084472655,1.0432935304159898,1.1047189736684602,V,HELLp
CVX,Chevron Corporation,Energy,1962-01-02,2024-10-25,22942,150.80999755859375,148.28433,143.59805,-2.5256675585937387,-7.211947558593749,0.9832526516843656,0.9521785844748674,V,HELLp
BR,"Broadridge Financial Solutions, Inc.",Technology,2007-03-22,2024-10-25,6427,214.02999877929688,204.10017,189.43327,-9.929828779296884,-24.596728779296882,0.9536054345842598,0.8850781249377079,V,HELLp
MBLY,Mobileye Global Inc.,Consumer Cyclical,2022-10-26,2024-10-25,730,12.670000076293944,20.895275,26.225754,8.225274923706058,13.555753923706055,1.649192965601939,2.069909537654178,V,HELLp
AA,Alcoa Corporation,Basic Materials,1962-01-02,2024-10-25,22942,41.09999847412109,41.0215,37.985413,-0.07849847412108346,-3.1145854741210854,0.9980900613859995,0.9242193287164668,V,HELLp
U,Unity Software Inc.,Technology,2020-09-18,2024-10-25,1498,19.71999931335449,28.068851,33.12906,8.34885168664551,13.409060686645514,1.4233697757277113,1.6799726751290922,V,HELLp
HBAN,Huntington Bancshares Incorporated,Financial Services,1980-03-17,2024-10-25,16293,15.380000114440918,15.61511,15.766922,0.23510988555908163,0.38692188555908125,1.0152867284661673,1.025157469615087,V,HELLp
DOC,"Healthpeak Properties, Inc.",Real Estate,1985-05-23,2024-10-25,14400,22.290000915527344,23.059258,23.523315,0.7692570844726561,1.2333140844726564,1.0345113078903818,1.0553303738813902,V,HELLp
NOV,NOV Inc.,Energy,1996-10-29,2024-10-25,10223,15.720000267028809,14.9004755,13.989177,-0.8195247670288079,-1.7308232670288088,0.9478673821178183,0.8898967406089016,V,HELLp
KSS,Kohl's Corporation,Consumer Cyclical,1992-05-19,2024-10-25,11847,19.040000915527344,19.851233,21.592817,0.8112320844726568,2.5528160844726564,1.042606725076945,1.1340764685778353,V,HELLp
GM,General Motors Company,Consumer Cyclical,2010-11-18,2024-10-25,5090,52.06999969482422,52.96007,54.248524,0.890070305175783,2.1785243051757845,1.0170937259533777,1.0418383775291693,V,HELLp
HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,2019-09-13,2024-10-25,1869,21.729999542236328,19.860401,17.762932,-1.8695985422363286,-3.967067542236329,0.9139623294237805,0.817438213262472,V,HELLp
MO,"Altria Group, Inc.",Consumer Defensive,1962-01-02,2024-10-25,22942,49.709999084472656,50.096405,50.543564,0.38640591552734094,0.8335649155273472,1.0077732030304551,1.0167685562438025,V,HELLp
MNST,Monster Beverage Corporation,Consumer Defensive,1985-12-09,2024-10-25,14200,53.369998931884766,44.793697,37.475193,-8.576301931884764,-15.894805931884768,0.8393048134996114,0.7021771360315925,V,HELLp
COMP,"Compass, Inc.",Real Estate,2021-04-01,2024-10-25,1303,5.639999866485596,5.215498,4.3446336,-0.4245018664855955,-1.2953662664855958,0.9247337098342678,0.7703251246187057,V,HELLp
Russell 2000,,,,,,,,,,,,,,
WMT,Walmart Inc.,Consumer Defensive,1972-08-25,2024-10-25,19054,82.51000213623047,60.61035,41.690872,-21.899652136230472,-40.81913013623047,0.7345818498456413,0.5052826435656262,V,HELLp
KGC,Kinross Gold Corporation,Basic Materials,1981-03-17,2024-10-25,15928,10.529999732971191,10.9782915,11.634523,0.4482917670288078,1.1045232670288083,1.0425728184612513,1.1048930004784674,V,HELLp
CX,"CEMEX, S.A.B. de C.V.",Basic Materials,1999-09-15,2024-10-25,9172,5.980000019073486,5.8880043,5.760116,-0.09199571907348592,-0.21988401907348631,0.9846161005384513,0.9632300972621812,V,HELLp
BOX,"Box, Inc.",Technology,2015-01-23,2024-10-25,3563,32.04999923706055,30.827831,29.685154,-1.2221682370605471,-2.364845237060546,0.9618668247689907,0.9262138754023435,V,HELLp
SQ,"Block, Inc.",Technology,2015-11-19,2024-10-25,3263,72.61000061035156,72.970566,74.26214,0.36056538964844265,1.6521393896484398,1.0049657813884805,1.0227536066073646,V,HELLp
GEV,GE Vernova Inc.,Utilities,2024-04-01,2024-10-25,207,293.5400085449219,276.36963,266.6468,-17.170378544921903,-26.89320854492189,0.9415058321009273,0.9083831581315557,V,HELLp
VTRS,Viatris Inc.,Healthcare,1980-03-17,2024-10-25,16293,11.4399995803833,11.381637,10.976445,-0.05836258038330122,-0.4635545803833008,0.994898375653494,0.9594794932354561,V,HELLp
NET,"Cloudflare, Inc.",Technology,2019-09-13,2024-10-25,1869,88.76000213623047,88.92815,88.03246,0.1681478637695335,-0.7275421362304684,1.001894410316839,0.9918032658999509,V,HELLp
SNMYF,Suncorp Group Limited,Financial Services,2014-07-02,2024-10-25,3768,12.880000114440918,12.624828,12.334434,-0.25517211444091714,-0.5455661144409181,0.9801885006076343,0.9576423827955378,V,HELLp
SNAP,Snap Inc.,Communication Services,2017-03-02,2024-10-25,2794,10.449999809265137,11.515701,12.740494,1.0657011907348632,2.2904941907348633,1.10198097705131,1.2191860509608885,V,HELLp
NU,Nu Holdings Ltd.,Financial Services,2021-12-09,2024-10-25,1051,14.9399995803833,12.881807,11.664484,-2.0581925803833006,-3.275515580383301,0.8622361018613566,0.7807553097468518,V,HELLp
AMD,"Advanced Micro Devices, Inc.",Technology,1980-03-17,2024-10-25,16293,156.22999572753906,93.72289,61.81101,-62.507105727539056,-94.41898572753905,0.5999033000260092,0.3956411168812726,V,HELLp
AQN,Algonquin Power & Utilities Corp.,Utilities,2009-12-29,2024-10-25,5414,4.960000038146973,5.1205206,5.3859634,0.1605205618530272,0.42596336185302697,1.032363016253725,1.0858797093905193,V,HELLp
SHOP,Shopify Inc.,Technology,2015-05-20,2024-10-25,3446,79.05000305175781,87.603294,113.02642,8.553290948242193,33.97641694824219,1.108201019836039,1.4298091794632342,V,HELLp
ALTM,Arcadium Lithium plc,Basic Materials,2018-10-11,2024-10-25,2206,5.460000038146973,5.1735234,4.3887353,-0.286476638146973,-1.071264738146973,0.9475317516217091,0.803797668376841,V,HELLp
DKNG,DraftKings Inc.,Consumer Cyclical,2019-07-25,2024-10-25,1919,36.470001220703125,38.306946,41.97586,1.8369447792968785,5.505858779296872,1.0503686514343764,1.150969525500628,V,HELLp
PYPL,"PayPal Holdings, Inc.",Financial Services,2015-07-06,2024-10-25,3399,81.69999694824219,79.636765,76.32453,-2.0632319482421906,-5.375466948242192,0.9747462420402626,0.9342048084573662,V,HELLp
GAP,"The Gap, Inc.",Consumer Cyclical,1980-03-17,2024-10-25,16293,21.61000061035156,21.671194,22.23119,0.0611933896484409,0.6211893896484426,1.002831716238783,1.0287454591440817,V,HELLp
RKLB,"Rocket Lab USA, Inc.",Industrials,2020-11-24,2024-10-25,1431,11.18000030517578,11.104099,11.176293,-0.07590130517577975,-0.0037073051757801068,0.9932109746776445,0.9996683984727565,V,HELLp
BKR,Baker Hughes Company,Energy,1987-04-06,2024-10-25,13717,37.52000045776367,38.242397,42.717705,0.722396542236325,5.19770454223633,1.0192536389504987,1.1385315692649682,V,HELLp
NEE,"NextEra Energy, Inc.",Utilities,1973-02-21,2024-10-25,18874,81.43000030517578,54.36764,39.405823,-27.06236030517578,-42.02417730517578,0.6676610560757217,0.4839226679641228,V,HELLp
MRK,"Merck & Co., Inc.",Healthcare,1962-01-02,2024-10-25,22942,103.9800033569336,100.378494,89.26606,-3.6015093569335903,-14.713943356933598,0.9653634425787558,0.8584925670138244,V,HELLp
HL,Hecla Mining Company,Basic Materials,1980-03-17,2024-10-25,16293,6.800000190734863,7.01633,7.0426245,0.21632980926513667,0.24262430926513634,1.0318132063525367,1.0356800444793688,V,HELLp
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,2014-09-22,2024-10-25,3686,44.18000030517578,43.674767,43.635864,-0.5052333051757785,-0.5441363051757833,0.98856420774817,0.9876836509412148,V,HELLp
LUMN,"Lumen Technologies, Inc.",Communication Services,1980-03-17,2024-10-25,16293,6.440000057220459,6.3418837,6.639604,-0.09811635722045864,0.1996039427795413,0.9847645409396462,1.0309944007773335,V,HELLp
NOK,Nokia Oyj,Technology,1994-07-01,2024-10-25,11074,4.769999980926514,4.5991817,4.2038503,-0.17081828092651374,-0.5661496809265136,0.9641890394948525,0.8813103389538073,V,HELLp
JBLU,JetBlue Airways Corporation,Industrials,2002-04-12,2024-10-25,8232,7.179999828338623,7.1934147,7.6383953,0.013414871661376893,0.45839547166137695,1.0018683665713235,1.0638433819806157,V,HELLp
BA,The Boeing Company,Industrials,1962-01-02,2024-10-25,22942,155.00999450683594,153.91843,148.92438,-1.0915645068359368,-6.085614506835924,0.9929581024094043,0.9607405024031044,V,HELLp
FTNT,"Fortinet, Inc.",Technology,2009-11-18,2024-10-25,5455,80.33999633789062,71.83121,64.8782,-8.508786337890626,-15.461796337890618,0.8940902822287329,0.8075454687244192,V,HELLp
CDE,"Coeur Mining, Inc.",Basic Materials,1980-03-17,2024-10-25,16293,6.800000190734863,5.960083,2.4236064,-0.8399171907348633,-4.376393790734863,0.8764827695329674,0.3564126958852461,V,HELLp
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,1997-10-09,2024-10-25,9878,203.44000244140625,123.12224,97.05732,-80.31776244140624,-106.38268244140625,0.605201722977078,0.4770808043415845,V,HELLp
SNOW,Snowflake Inc.,Technology,2020-09-16,2024-10-25,1500,116.04000091552734,137.99641,153.76437,21.956409084472654,37.72436908447267,1.1892141409103925,1.3250979729992811,V,HELLp
NKE,"NIKE, Inc.",Consumer Cyclical,1980-12-02,2024-10-25,16033,78.8499984741211,78.22984,74.618454,-0.6201584741210979,-4.231544474121094,0.992134958958501,0.9463342478629229,V,HELLp
STLA,Stellantis N.V.,Consumer Cyclical,2010-06-09,2024-10-25,5252,13.640000343322754,13.589985,13.857012,-0.05001534332275348,0.2170116566772453,0.9963331860657,1.015909945103739,V,HELLp
UPST,"Upstart Holdings, Inc.",Financial Services,2020-12-16,2024-10-25,1409,50.58000183105469,45.94715,38.288185,-4.632851831054687,-12.291816831054689,0.9084054633582428,0.7569826732685513,V,HELLp
VST,Vistra Corp.,Utilities,2016-10-05,2024-10-25,2942,124.02999877929688,39.56141,27.92086,-84.46858877929688,-96.10913877929687,0.3189664628667529,0.2251137650148922,V,HELLp
LI,Li Auto Inc.,Consumer Cyclical,2020-07-30,2024-10-25,1548,28.790000915527344,28.255493,29.601917,-0.5345079155273424,0.8119160844726565,0.9814342515272702,1.0282013219400339,V,HELLp
ELAN,Elanco Animal Health Incorporated,Healthcare,2018-09-20,2024-10-25,2227,12.40999984741211,11.865313,11.254924,-0.5446868474121089,-1.1550758474121086,0.9561090367357503,0.9069237823034317,V,HELLp
Gold,Barrick Gold Corporation,Basic Materials,1985-02-13,2024-10-25,14499,19.61000061035156,19.709955,17.830528,0.09995438964844183,-1.779472610351558,1.0050971130309745,0.9092568814397576,V,HELLp
DXCM,"DexCom, Inc.",Healthcare,2005-04-14,2024-10-25,7134,73.44000244140625,74.81407,77.867,1.374067558593751,4.426997558593754,1.0187100696203004,1.060280465841839,V,HELLp
CVS,CVS Health Corporation,Healthcare,1973-02-21,2024-10-25,18874,56.4900016784668,56.993366,56.95763,0.5033643215332049,0.4676283215332049,1.0089106798827567,1.0082780723603955,V,HELLp
DVN,Devon Energy Corporation,Energy,1985-07-22,2024-10-25,14340,39.18999862670898,41.376812,46.340076,2.1868133732910238,7.150077373291026,1.0558002921643548,1.1824464818536142,V,HELLp
ARM,Arm Holdings plc,Technology,2023-09-14,2024-10-25,407,143.75,144.40099,143.64822,0.6509900000000073,-0.10177999999999088,1.0045286260869566,0.9992919652173914,V,HELLp
AMCR,Amcor plc,Consumer Cyclical,2012-05-15,2024-10-25,4546,11.0,11.125943,11.231073,0.12594299999999947,0.2310730000000003,1.0114493636363635,1.0210066363636363,V,HELLp
S,"SentinelOne, Inc.",Technology,2021-06-30,2024-10-25,1213,26.26000022888184,23.629044,19.835474,-2.630956228881839,-6.424526228881838,0.8998112640536764,0.7553493460439549,V,HELLp
TYL,"Tyler Technologies, Inc.",Technology,1980-03-17,2024-10-25,16293,605.8599853515625,299.67633,203.64684,-306.1836553515625,-402.2131453515625,0.4946296788788696,0.3361285526751363,V,HELLp
NXPI,NXP Semiconductors N.V.,Technology,2010-08-06,2024-10-25,5194,243.16000366210935,230.71368,220.85324,-12.446323662109336,-22.306763662109347,0.948814264374644,0.9082630230047767,V,HELLp
NGD,New Gold Inc.,Basic Materials,2004-11-18,2024-10-25,7281,2.880000114440918,2.830913,2.555196,-0.04908711444091818,-0.32480411444091795,0.982955863718621,0.8872207980783463,V,HELLp
PLTR,Palantir Technologies Inc.,Technology,2020-09-30,2024-10-25,1486,44.86000061035156,32.158104,24.440084,-12.701896610351561,-20.419916610351564,0.7168547383519079,0.5448079283877759,V,HELLp
STX,Seagate Technology Holdings plc,Technology,2002-12-11,2024-10-25,7989,103.01000213623048,103.50815,98.849335,0.4981478637695176,-4.160667136230487,1.0048359174200454,0.9596090957193845,V,HELLp
DIS,The Walt Disney Company,Communication Services,1962-01-02,2024-10-25,22942,95.02999877929688,96.69493,98.35422,1.6649312207031244,3.324221220703123,1.0175200593716711,1.034980756218081,V,HELLp
ZI,ZoomInfo Technologies Inc.,Technology,2020-06-04,2024-10-25,1604,10.489999771118164,13.537296,16.856789,3.0472962288818355,6.366789228881835,1.290495357042035,1.606938929246819,V,HELLp
SOFI,"SoFi Technologies, Inc.",Financial Services,2021-01-04,2024-10-25,1390,10.989999771118164,10.325903,9.626692,-0.6640967711181638,-1.3633077711181638,0.9395726310328579,0.8759501547305805,V,HELLp
BBD,Banco Bradesco S.A.,Financial Services,2002-08-02,2024-10-25,8120,2.5799999237060547,2.608241,2.5490487,0.028241076293945344,-0.03095122370605452,1.0109461539259963,0.988003401309565,V,HELLp
TFC,Truist Financial Corporation,Financial Services,1980-03-18,2024-10-25,16292,42.630001068115234,43.917137,45.633488,1.2871359318847624,3.0034869318847655,1.0301931949245824,1.0704547702704892,V,HELLp
BMY,Bristol-Myers Squibb Company,Healthcare,1972-06-01,2024-10-25,19139,51.91999816894531,52.22279,50.33608,0.3027918310546909,-1.58391816894531,1.0058318921751388,0.9694931004467429,V,HELLp
TAL,TAL Education Group,Consumer Defensive,2010-10-20,2024-10-25,5119,10.979999542236328,9.656714,7.364229,-1.323285542236329,-3.615770542236328,0.879482186028688,0.6706948367048935,V,HELLp
BCS,Barclays PLC,Financial Services,1986-09-09,2024-10-25,13926,12.59000015258789,13.096949,13.799055,0.5069488474121098,1.2090548474121086,1.0402659921579036,1.0960329493851186,V,HELLp
FHN,First Horizon Corporation,Financial Services,1980-03-17,2024-10-25,16293,17.09000015258789,17.45023,17.72088,0.3602298474121106,0.6308798474121105,1.021078399309292,1.0369151458033532,V,HELLp
CCL,Carnival Corporation & plc,Consumer Cyclical,1987-07-24,2024-10-25,13608,20.90999984741211,21.730621,23.48562,0.8206211525878899,2.5756201525878915,1.039245392567014,1.1231764787844634,V,HELLp
COP,ConocoPhillips,Energy,1981-12-31,2024-10-25,15639,104.55999755859376,99.21127,89.61724,-5.348727558593765,-14.942757558593769,0.9488453741059393,0.8570891554370964,V,HELLp
CSX,CSX Corporation,Industrials,1980-11-03,2024-10-25,16062,33.27000045776367,27.767881,22.337896,-5.502119457763673,-10.932104457763671,0.8346222007195755,0.6714125546333551,V,HELLp
KO,The Coca-Cola Company,Consumer Defensive,1962-01-02,2024-10-25,22942,66.91999816894531,72.47986,80.795105,5.55986183105469,13.875106831054694,1.0830822173219183,1.2073387210206699,V,HELLp
HOOD,"Robinhood Markets, Inc.",Financial Services,2021-07-29,2024-10-25,1184,27.059999465942383,30.63687,52.07397,3.5768705340576155,25.01397053405762,1.1321829491740918,1.9243891732348373,V,HELLp
ABEV,Ambev S.A.,Consumer Defensive,1997-03-05,2024-10-25,10096,2.25,2.2314923,2.134297,-0.018507699999999794,-0.11570299999999989,0.9917743555555556,0.9485764444444444,V,HELLp
PM,Philip Morris International Inc.,Consumer Defensive,2008-03-17,2024-10-25,6066,129.86000061035156,127.416824,116.84953,-2.443176610351557,-13.010470610351561,0.9811860727023838,0.899811562072991,V,HELLp
DAL,"Delta Air Lines, Inc.",Industrials,2007-05-03,2024-10-25,6385,54.119998931884766,54.03538,52.223022,-0.0846189318847621,-1.8969769318847653,0.9984364572513894,0.9649486886673392,V,HELLp
IT,"Gartner, Inc.",Technology,1993-10-05,2024-10-25,11343,513.3599853515625,239.42102,172.67319,-273.9389653515625,-340.6867953515625,0.4663803701724788,0.3363588805655525,V,HELLp
INFY,Infosys Limited,Technology,1999-03-11,2024-10-25,9360,21.88999938964844,17.533232,14.332838,-4.356767389648439,-7.55716138964844,0.8009699629453297,0.6547664869638076,V,HELLp
IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,2010-10-15,2024-10-25,5124,10.670000076293944,9.641916,8.681076,-1.0280840762939434,-1.9889240762939444,0.9036472287776185,0.8135966202368795,V,HELLp
DELL,Dell Technologies Inc.,Technology,2016-08-17,2024-10-25,2991,122.5500030517578,80.09772,62.556854,-42.4522830517578,-59.9931490517578,0.6535921501868222,0.5104598322496958,V,HELLp
RUN,Sunrun Inc.,Technology,2015-08-05,2024-10-25,3369,14.369999885559082,13.123357,11.246927,-1.2466428855590816,-3.1230728855590826,0.9132468409542663,0.7826671600256888,V,HELLp
OWL,Blue Owl Capital Inc.,Financial Services,2020-12-14,2024-10-25,1411,22.96999931335449,19.722933,18.006046,-3.2470663133544875,-4.963953313354487,0.8586388153931428,0.7838940591317953,V,HELLp
DDOG,"Datadog, Inc.",Technology,2019-09-19,2024-10-25,1863,126.5999984741211,128.69052,138.00064,2.0905215258788985,11.40064152587891,1.0165128084603117,1.0900524617953244,V,HELLp
CNH,CNH Industrial N.V.,Industrials,2013-09-30,2024-10-25,4043,11.199999809265137,11.101306,11.152134,-0.09869380926513749,-0.047865809265136505,0.9911880525941176,0.9957262669571173,V,HELLp
LYFT,"Lyft, Inc.",Technology,2019-03-29,2024-10-25,2037,13.40999984741211,14.511413,17.574299,1.1014131525878899,4.1642991525878905,1.0821337185026474,1.3105368530926216,V,HELLp
LUNR,"Intuitive Machines, Inc.",Industrials,2021-11-17,2024-10-25,1073,7.989999771118164,8.48374,8.562634,0.4937402288818351,0.5726342288818351,1.061794773845499,1.0716688667441223,V,HELLp
IOT,Samsara Inc.,Technology,2021-12-15,2024-10-25,1045,47.68999862670898,40.345757,36.82759,-7.344241626708978,-10.862408626708977,0.8460003808304619,0.772228791371249,V,HELLp
F,Ford Motor Company,Consumer Cyclical,1972-06-01,2024-10-25,19139,11.06999969482422,11.321345,11.672028,0.25134530517578035,0.6020283051757787,1.0227050869110048,1.0543837689044615,V,HELLp
CORZ,"Core Scientific, Inc.",Technology,2024-01-24,2024-10-25,275,13.369999885559082,10.312433,10.165961,-3.0575668855590816,-3.2040388855590827,0.7713113753380391,0.7603561022450149,V,HELLp
EBAY,eBay Inc.,Consumer Cyclical,1998-09-24,2024-10-25,9528,63.09999847412109,57.891983,51.557312,-5.208015474121083,-11.542686474121084,0.9174640950861984,0.8170731100911987,V,HELLp
MANH,"Manhattan Associates, Inc.",Technology,1998-04-23,2024-10-25,9682,275.70001220703125,154.13043,110.307144,-121.56958220703126,-165.39286820703126,0.5590512266073421,0.40009843712726106,V,HELLp
PINXF,The People's Insurance Company (Group) of China Limited,Financial Services,2015-08-06,2024-10-25,3368,0.3571000099182129,0.35022113,0.330891,-0.006878879918212899,-0.0262090099182129,0.9807368251829834,0.9266059669832672,V,HELLp
FCX,Freeport-McMoRan Inc.,Basic Materials,1995-07-10,2024-10-25,10700,46.59999847412109,46.97484,47.10594,0.37484152587891373,0.5059415258789102,1.008043809831605,1.0108571146447543,V,HELLp
GDDY,GoDaddy Inc.,Technology,2015-03-31,2024-10-25,3496,160.52999877929688,112.62378,88.42726,-47.90621877929688,-72.10273877929687,0.7015746642771717,0.5508457028120542,V,HELLp
RIG,Transocean Ltd.,Energy,1993-05-28,2024-10-25,11473,4.139999866485596,3.9061697,3.2364426,-0.23383016648559574,-0.9035572664855955,0.9435192816360906,0.7817494455011622,V,HELLp
